,Media,Data
8553,0.2178,2025-11-01
8554,0.4923,2025-12-01
8555,0.492,2025-12-01
8556,0.4364,2026-01-01
8557,0.4334,2026-01-01
8558,0.5876,2026-02-01
8559,0.5848,2026-02-01
8560,0.3625,2026-03-01
8561,0.3658,2026-03-01
8562,0.4076,2026-04-01
8563,0.3997,2026-04-01
8564,0.2914,2026-05-01
8565,0.2847,2026-05-01
8566,0.2672,2026-06-01
8567,0.2576,2026-06-01
8568,0.2387,2026-07-01
8569,0.2386,2026-07-01
8570,0.1907,2026-08-01
8571,0.183,2026-08-01
8572,0.276,2026-09-01
8573,0.2798,2026-09-01
8600,0.1535,2025-10-01
8601,0.1643,2025-10-01
8602,0.2121,2025-11-01
8603,0.2192,2025-11-01
8604,0.4877,2025-12-01
8605,0.4926,2025-12-01
8606,0.4335,2026-01-01
8607,0.4335,2026-01-01
8608,0.5843,2026-02-01
8609,0.5855,2026-02-01
8610,0.3655,2026-03-01
8611,0.3667,2026-03-01
8612,0.4024,2026-04-01
8613,0.4003,2026-04-01
8614,0.2869,2026-05-01
8615,0.2836,2026-05-01
8616,0.2652,2026-06-01
8617,0.2576,2026-06-01
8618,0.2394,2026-07-01
8619,0.2379,2026-07-01
8620,0.1884,2026-08-01
8621,0.1859,2026-08-01
8622,0.2777,2026-09-01
8623,0.2787,2026-09-01
8650,0.1612,2025-10-01
8651,0.1626,2025-10-01
8652,0.2514,2025-11-01
8653,0.2242,2025-11-01
8654,0.4631,2025-12-01
8655,0.4882,2025-12-01
8656,0.4244,2026-01-01
8657,0.4335,2026-01-01
8658,0.5794,2026-02-01
8659,0.5848,2026-02-01
8660,0.3783,2026-03-01
8661,0.3672,2026-03-01
8662,0.3956,2026-04-01
8663,0.401,2026-04-01
8664,0.2957,2026-05-01
8665,0.2834,2026-05-01
8666,0.271,2026-06-01
8667,0.2572,2026-06-01
8668,0.2401,2026-07-01
8669,0.2377,2026-07-01
8670,0.1914,2026-08-01
8671,0.1838,2026-08-01
8672,0.3039,2026-09-01
8673,0.2795,2026-09-01
8700,0.1662,2025-10-01
8701,0.1616,2025-10-01
8702,0.2508,2025-11-01
8703,0.2246,2025-11-01
8704,0.4599,2025-12-01
8705,0.4874,2025-12-01
8706,0.422,2026-01-01
8707,0.4328,2026-01-01
8708,0.5786,2026-02-01
8709,0.586,2026-02-01
8710,0.374,2026-03-01
8711,0.3674,2026-03-01
8712,0.3971,2026-04-01
8713,0.4013,2026-04-01
8714,0.287,2026-05-01
8715,0.2834,2026-05-01
8716,0.2748,2026-06-01
8717,0.2571,2026-06-01
8718,0.2437,2026-07-01
8719,0.2382,2026-07-01
8720,0.1801,2026-08-01
8721,0.1843,2026-08-01
8722,0.2991,2026-09-01
8723,0.28,2026-09-01
8750,0.2396,2025-11-01
8751,0.225,2025-11-01
8752,0.4807,2025-12-01
8753,0.4954,2025-12-01
8754,0.4226,2026-01-01
8755,0.4334,2026-01-01
8756,0.5825,2026-02-01
8757,0.5852,2026-02-01
8758,0.3725,2026-03-01
8759,0.369,2026-03-01
8760,0.3932,2026-04-01
8761,0.4013,2026-04-01
8762,0.285,2026-05-01
8763,0.2831,2026-05-01
8764,0.2756,2026-06-01
8765,0.2572,2026-06-01
8766,0.2516,2026-07-01
8767,0.2381,2026-07-01
8768,0.1798,2026-08-01
8769,0.1837,2026-08-01
8770,0.3026,2026-09-01
8771,0.2805,2026-09-01
8800,0.2298,2025-11-01
8801,0.2224,2025-11-01
8802,0.4741,2025-12-01
8803,0.4926,2025-12-01
8804,0.4234,2026-01-01
8805,0.4328,2026-01-01
8806,0.5732,2026-02-01
8807,0.5835,2026-02-01
8808,0.3681,2026-03-01
8809,0.3673,2026-03-01
8810,0.3924,2026-04-01
8811,0.4006,2026-04-01
8812,0.2819,2026-05-01
8813,0.2829,2026-05-01
8814,0.2747,2026-06-01
8815,0.2588,2026-06-01
8816,0.2533,2026-07-01
8817,0.2402,2026-07-01
8818,0.1833,2026-08-01
8819,0.1841,2026-08-01
8820,0.3053,2026-09-01
8821,0.2826,2026-09-01
8850,0.2279,2025-11-01
8851,0.2209,2025-11-01
8852,0.4731,2025-12-01
8853,0.4918,2025-12-01
8854,0.4256,2026-01-01
8855,0.4333,2026-01-01
8856,0.5749,2026-02-01
8857,0.584,2026-02-01
8858,0.3659,2026-03-01
8859,0.3671,2026-03-01
8860,0.3959,2026-04-01
8861,0.4006,2026-04-01
8862,0.2818,2026-05-01
8863,0.2823,2026-05-01
8864,0.2741,2026-06-01
8865,0.2584,2026-06-01
8866,0.2486,2026-07-01
8867,0.2398,2026-07-01
8868,0.1809,2026-08-01
8869,0.1839,2026-08-01
8870,0.3041,2026-09-01
8871,0.2824,2026-09-01
8900,0.2142,2025-11-01
8901,0.2204,2025-11-01
8902,0.4744,2025-12-01
8903,0.4833,2025-12-01
8904,0.4085,2026-01-01
8905,0.4241,2026-01-01
8906,0.5788,2026-02-01
8907,0.5762,2026-02-01
8908,0.3575,2026-03-01
8909,0.3612,2026-03-01
8910,0.3887,2026-04-01
8911,0.3985,2026-04-01
8912,0.2708,2026-05-01
8913,0.2821,2026-05-01
8914,0.2704,2026-06-01
8915,0.2607,2026-06-01
8916,0.2415,2026-07-01
8917,0.2428,2026-07-01
8918,0.1839,2026-08-01
8919,0.1848,2026-08-01
8920,0.3006,2026-09-01
8921,0.2857,2026-09-01
8950,0.2166,2025-11-01
8951,0.2174,2025-11-01
8952,0.4726,2025-12-01
8953,0.4823,2025-12-01
8954,0.4053,2026-01-01
8955,0.4211,2026-01-01
8956,0.5834,2026-02-01
8957,0.5766,2026-02-01
8958,0.361,2026-03-01
8959,0.358,2026-03-01
8960,0.3895,2026-04-01
8961,0.3974,2026-04-01
8962,0.2742,2026-05-01
8963,0.2818,2026-05-01
8964,0.2719,2026-06-01
8965,0.2608,2026-06-01
8966,0.237,2026-07-01
8967,0.2433,2026-07-01
8968,0.1916,2026-08-01
8969,0.1857,2026-08-01
8970,0.3014,2026-09-01
8971,0.2874,2026-09-01
9000,0.2182,2025-11-01
9001,0.2162,2025-11-01
9002,0.4686,2025-12-01
9003,0.4832,2025-12-01
9004,0.4032,2026-01-01
9005,0.42,2026-01-01
9006,0.5798,2026-02-01
9007,0.5758,2026-02-01
9008,0.3572,2026-03-01
9009,0.357,2026-03-01
9010,0.3875,2026-04-01
9011,0.3981,2026-04-01
9012,0.2739,2026-05-01
9013,0.2816,2026-05-01
9014,0.2721,2026-06-01
9015,0.262,2026-06-01
9016,0.2357,2026-07-01
9017,0.2446,2026-07-01
9018,0.1917,2026-08-01
9019,0.1855,2026-08-01
9020,0.299,2026-09-01
9021,0.2881,2026-09-01
9050,0.2201,2025-11-01
9051,0.2173,2025-11-01
9052,0.4708,2025-12-01
9053,0.4814,2025-12-01
9054,0.406,2026-01-01
9055,0.4193,2026-01-01
9056,0.5889,2026-02-01
9057,0.5745,2026-02-01
9058,0.3556,2026-03-01
9059,0.357,2026-03-01
9060,0.3882,2026-04-01
9061,0.3981,2026-04-01
9062,0.276,2026-05-01
9063,0.2824,2026-05-01
9064,0.2726,2026-06-01
9065,0.2636,2026-06-01
9066,0.2301,2026-07-01
9067,0.2448,2026-07-01
9068,0.1826,2026-08-01
9069,0.1844,2026-08-01
9070,0.2942,2026-09-01
9071,0.2888,2026-09-01
9100,0.2017,2025-11-01
9101,0.2117,2025-11-01
9102,0.4596,2025-12-01
9103,0.4693,2025-12-01
9104,0.4105,2026-01-01
9105,0.4141,2026-01-01
9106,0.5758,2026-02-01
9107,0.5701,2026-02-01
9108,0.3551,2026-03-01
9109,0.3575,2026-03-01
9110,0.4018,2026-04-01
9111,0.3993,2026-04-01
9112,0.2775,2026-05-01
9113,0.2797,2026-05-01
9114,0.2673,2026-06-01
9115,0.2641,2026-06-01
9116,0.2519,2026-07-01
9117,0.2509,2026-07-01
9118,0.1873,2026-08-01
9119,0.1868,2026-08-01
9120,0.288,2026-09-01
9121,0.2869,2026-09-01
9150,0.1929,2025-11-01
9151,0.2098,2025-11-01
9152,0.4622,2025-12-01
9153,0.4674,2025-12-01
9154,0.4165,2026-01-01
9155,0.4127,2026-01-01
9156,0.5735,2026-02-01
9157,0.5728,2026-02-01
9158,0.3509,2026-03-01
9159,0.361,2026-03-01
9160,0.4032,2026-04-01
9161,0.402,2026-04-01
9162,0.2723,2026-05-01
9163,0.2786,2026-05-01
9164,0.2698,2026-06-01
9165,0.2654,2026-06-01
9166,0.2537,2026-07-01
9167,0.2508,2026-07-01
9168,0.1882,2026-08-01
9169,0.1865,2026-08-01
9170,0.2856,2026-09-01
9171,0.2866,2026-09-01
9200,0.194,2025-11-01
9201,0.2098,2025-11-01
9202,0.4632,2025-12-01
9203,0.4671,2025-12-01
9204,0.415,2026-01-01
9205,0.4114,2026-01-01
9206,0.569,2026-02-01
9207,0.5734,2026-02-01
9208,0.3537,2026-03-01
9209,0.3616,2026-03-01
9210,0.4023,2026-04-01
9211,0.4016,2026-04-01
9212,0.2723,2026-05-01
9213,0.2782,2026-05-01
9214,0.2692,2026-06-01
9215,0.265,2026-06-01
9216,0.2558,2026-07-01
9217,0.2505,2026-07-01
9218,0.184,2026-08-01
9219,0.1867,2026-08-01
9220,0.2888,2026-09-01
9221,0.2868,2026-09-01
9250,0.1927,2025-11-01
9251,0.21,2025-11-01
9252,0.4628,2025-12-01
9253,0.4659,2025-12-01
9254,0.4098,2026-01-01
9255,0.4076,2026-01-01
9256,0.5621,2026-02-01
9257,0.5674,2026-02-01
9258,0.3548,2026-03-01
9259,0.3618,2026-03-01
9260,0.4033,2026-04-01
9261,0.4012,2026-04-01
9262,0.2731,2026-05-01
9263,0.2778,2026-05-01
9264,0.2689,2026-06-01
9265,0.2648,2026-06-01
9266,0.2527,2026-07-01
9267,0.2504,2026-07-01
9268,0.1833,2026-08-01
9269,0.1866,2026-08-01
9270,0.2881,2026-09-01
9271,0.2867,2026-09-01
9300,0.1919,2025-11-01
9301,0.2096,2025-11-01
9302,0.4604,2025-12-01
9303,0.465,2025-12-01
9304,0.4075,2026-01-01
9305,0.4058,2026-01-01
9306,0.5591,2026-02-01
9307,0.5655,2026-02-01
9308,0.3534,2026-03-01
9309,0.3614,2026-03-01
9310,0.4024,2026-04-01
9311,0.4,2026-04-01
9312,0.2722,2026-05-01
9313,0.2776,2026-05-01
9314,0.2695,2026-06-01
9315,0.2648,2026-06-01
9316,0.2542,2026-07-01
9317,0.2504,2026-07-01
9318,0.1861,2026-08-01
9319,0.1872,2026-08-01
9320,0.287,2026-09-01
9321,0.2867,2026-09-01
9350,0.2042,2025-11-01
9351,0.2104,2025-11-01
9352,0.4583,2025-12-01
9353,0.4604,2025-12-01
9354,0.3913,2026-01-01
9355,0.4037,2026-01-01
9356,0.5538,2026-02-01
9357,0.5635,2026-02-01
9358,0.3527,2026-03-01
9359,0.3583,2026-03-01
9360,0.3897,2026-04-01
9361,0.3996,2026-04-01
9362,0.279,2026-05-01
9363,0.2773,2026-05-01
9364,0.2636,2026-06-01
9365,0.2655,2026-06-01
9366,0.2476,2026-07-01
9367,0.2531,2026-07-01
9368,0.1905,2026-08-01
9369,0.1897,2026-08-01
9370,0.2911,2026-09-01
9371,0.2877,2026-09-01
9400,0.2047,2025-11-01
9401,0.2086,2025-11-01
9402,0.4551,2025-12-01
9403,0.4569,2025-12-01
9404,0.3714,2026-01-01
9405,0.4018,2026-01-01
9406,0.5561,2026-02-01
9407,0.5628,2026-02-01
9408,0.3574,2026-03-01
9409,0.3566,2026-03-01
9410,0.393,2026-04-01
9411,0.3993,2026-04-01
9412,0.2797,2026-05-01
9413,0.2764,2026-05-01
9414,0.2717,2026-06-01
9415,0.2678,2026-06-01
9416,0.241,2026-07-01
9417,0.2556,2026-07-01
9418,0.1961,2026-08-01
9419,0.1905,2026-08-01
9420,0.2901,2026-09-01
9421,0.2905,2026-09-01
9450,0.2024,2025-11-01
9451,0.2085,2025-11-01
9452,0.4514,2025-12-01
9453,0.4553,2025-12-01
9454,0.3739,2026-01-01
9455,0.4013,2026-01-01
9456,0.5544,2026-02-01
9457,0.5611,2026-02-01
9458,0.3503,2026-03-01
9459,0.3565,2026-03-01
9460,0.3929,2026-04-01
9461,0.3993,2026-04-01
9462,0.2791,2026-05-01
9463,0.2764,2026-05-01
9464,0.2715,2026-06-01
9465,0.2678,2026-06-01
9466,0.2439,2026-07-01
9467,0.2556,2026-07-01
9468,0.199,2026-08-01
9469,0.1905,2026-08-01
9470,0.2891,2026-09-01
9471,0.2905,2026-09-01
9500,0.2036,2025-11-01
9501,0.2084,2025-11-01
9502,0.4482,2025-12-01
9503,0.4548,2025-12-01
9504,0.3916,2026-01-01
9505,0.4038,2026-01-01
9506,0.5674,2026-02-01
9507,0.5591,2026-02-01
9508,0.3519,2026-03-01
9509,0.3553,2026-03-01
9510,0.3929,2026-04-01
9511,0.399,2026-04-01
9512,0.2789,2026-05-01
9513,0.2762,2026-05-01
9514,0.2704,2026-06-01
9515,0.2673,2026-06-01
9516,0.2455,2026-07-01
9517,0.2557,2026-07-01
9518,0.1966,2026-08-01
9519,0.1914,2026-08-01
9520,0.2885,2026-09-01
9521,0.2895,2026-09-01
9550,0.2096,2025-11-01
9551,0.2077,2025-11-01
9552,0.4411,2025-12-01
9553,0.4541,2025-12-01
9554,0.3841,2026-01-01
9555,0.4039,2026-01-01
9556,0.5617,2026-02-01
9557,0.5592,2026-02-01
9558,0.3484,2026-03-01
9559,0.355,2026-03-01
9560,0.3893,2026-04-01
9561,0.3989,2026-04-01
9562,0.2719,2026-05-01
9563,0.2765,2026-05-01
9564,0.2753,2026-06-01
9565,0.2671,2026-06-01
9566,0.2535,2026-07-01
9567,0.2558,2026-07-01
9568,0.2023,2026-08-01
9569,0.1913,2026-08-01
9570,0.2978,2026-09-01
9571,0.2899,2026-09-01
9600,0.1979,2025-11-01
9601,0.2056,2025-11-01
9602,0.4175,2025-12-01
9603,0.4338,2025-12-01
9604,0.383,2026-01-01
9605,0.3925,2026-01-01
9606,0.5622,2026-02-01
9607,0.558,2026-02-01
9608,0.3483,2026-03-01
9609,0.3538,2026-03-01
9610,0.4005,2026-04-01
9611,0.3984,2026-04-01
9612,0.2711,2026-05-01
9613,0.2747,2026-05-01
9614,0.2721,2026-06-01
9615,0.2692,2026-06-01
9616,0.2223,2026-07-01
9617,0.2313,2026-07-01
9618,0.2316,2026-08-01
9619,0.2193,2026-08-01
9620,0.2858,2026-09-01
9621,0.2905,2026-09-01
9650,0.1994,2025-11-01
9651,0.2023,2025-11-01
9652,0.4131,2025-12-01
9653,0.4299,2025-12-01
9654,0.3906,2026-01-01
9655,0.3912,2026-01-01
9656,0.5606,2026-02-01
9657,0.5568,2026-02-01
9658,0.351,2026-03-01
9659,0.3534,2026-03-01
9660,0.4018,2026-04-01
9661,0.3988,2026-04-01
9662,0.2731,2026-05-01
9663,0.2734,2026-05-01
9664,0.2672,2026-06-01
9665,0.2687,2026-06-01
9666,0.2195,2026-07-01
9667,0.2297,2026-07-01
9668,0.2351,2026-08-01
9669,0.2229,2026-08-01
9670,0.2869,2026-09-01
9671,0.2914,2026-09-01
9700,0.1998,2025-11-01
9701,0.2025,2025-11-01
9702,0.4133,2025-12-01
9703,0.4278,2025-12-01
9704,0.3865,2026-01-01
9705,0.391,2026-01-01
9706,0.5619,2026-02-01
9707,0.5566,2026-02-01
9708,0.3552,2026-03-01
9709,0.3542,2026-03-01
9710,0.4025,2026-04-01
9711,0.3993,2026-04-01
9712,0.2761,2026-05-01
9713,0.2729,2026-05-01
9714,0.2659,2026-06-01
9715,0.2694,2026-06-01
9716,0.2171,2026-07-01
9717,0.228,2026-07-01
9718,0.2357,2026-08-01
9719,0.2249,2026-08-01
9720,0.2897,2026-09-01
9721,0.2919,2026-09-01
9750,0.4199,2025-12-01
9751,0.4297,2025-12-01
9752,0.3782,2026-01-01
9753,0.3854,2026-01-01
9754,0.5612,2026-02-01
9755,0.555,2026-02-01
9756,0.3552,2026-03-01
9757,0.3556,2026-03-01
9758,0.4017,2026-04-01
9759,0.3975,2026-04-01
9760,0.2744,2026-05-01
9761,0.2738,2026-05-01
9762,0.2684,2026-06-01
9763,0.2682,2026-06-01
9764,0.2141,2026-07-01
9765,0.2235,2026-07-01
9766,0.2367,2026-08-01
9767,0.2274,2026-08-01
9768,0.2895,2026-09-01
9769,0.2924,2026-09-01
9800,0.4202,2025-12-01
9801,0.429,2025-12-01
9802,0.3774,2026-01-01
9803,0.3847,2026-01-01
9804,0.56,2026-02-01
9805,0.5545,2026-02-01
9806,0.3566,2026-03-01
9807,0.3556,2026-03-01
9808,0.4017,2026-04-01
9809,0.3974,2026-04-01
9810,0.2754,2026-05-01
9811,0.2734,2026-05-01
9812,0.2695,2026-06-01
9813,0.2682,2026-06-01
9814,0.2159,2026-07-01
9815,0.2234,2026-07-01
9816,0.2356,2026-08-01
9817,0.2274,2026-08-01
9818,0.2909,2026-09-01
9819,0.292,2026-09-01
9850,0.4224,2025-12-01
9851,0.4247,2025-12-01
9852,0.3586,2026-01-01
9853,0.382,2026-01-01
9854,0.5548,2026-02-01
9855,0.5535,2026-02-01
9856,0.3756,2026-03-01
9857,0.3566,2026-03-01
9858,0.3977,2026-04-01
9859,0.398,2026-04-01
9860,0.276,2026-05-01
9861,0.2732,2026-05-01
9862,0.2666,2026-06-01
9863,0.2687,2026-06-01
9864,0.1845,2026-07-01
9865,0.2171,2026-07-01
9866,0.2728,2026-08-01
9867,0.235,2026-08-01
9868,0.2853,2026-09-01
9869,0.2908,2026-09-01
9900,0.4154,2025-12-01
9901,0.4225,2025-12-01
9902,0.3503,2026-01-01
9903,0.3789,2026-01-01
9904,0.553,2026-02-01
9905,0.5522,2026-02-01
9906,0.369,2026-03-01
9907,0.3562,2026-03-01
9908,0.3913,2026-04-01
9909,0.3968,2026-04-01
9910,0.2748,2026-05-01
9911,0.2741,2026-05-01
9912,0.2712,2026-06-01
9913,0.2684,2026-06-01
9914,0.1687,2026-07-01
9915,0.2129,2026-07-01
9916,0.2852,2026-08-01
9917,0.2371,2026-08-01
9918,0.2774,2026-09-01
9919,0.2881,2026-09-01
9950,0.4033,2025-12-01
9951,0.4189,2025-12-01
9952,0.3495,2026-01-01
9953,0.3763,2026-01-01
9954,0.5536,2026-02-01
9955,0.5518,2026-02-01
9956,0.3627,2026-03-01
9957,0.3567,2026-03-01
9958,0.3917,2026-04-01
9959,0.3973,2026-04-01
9960,0.2719,2026-05-01
9961,0.2737,2026-05-01
9962,0.2714,2026-06-01
9963,0.2684,2026-06-01
9964,0.1796,2026-07-01
9965,0.2128,2026-07-01
9966,0.2817,2026-08-01
9967,0.2371,2026-08-01
9968,0.2731,2026-09-01
9969,0.2882,2026-09-01
