,Media,Data
1301,0.5496,2025-03-01
1302,0.4457,2025-04-01
1303,0.4681,2025-04-01
1304,0.379,2025-05-01
1305,0.3771,2025-05-01
1306,0.3362,2025-06-01
1307,0.3363,2025-06-01
1308,0.3587,2025-07-01
1309,0.353,2025-07-01
1310,0.2853,2025-08-01
1311,0.2934,2025-08-01
1312,0.2886,2025-09-01
1313,0.3203,2025-09-01
1314,0.3771,2025-10-01
1315,0.4041,2025-10-01
1316,0.3092,2025-11-01
1317,0.3408,2025-11-01
1318,0.5336,2025-12-01
1319,0.5694,2025-12-01
1320,0.4295,2026-01-01
1321,0.4561,2026-01-01
1322,0.5919,2026-02-01
1323,0.6075,2026-02-01
1324,0.3848,2026-03-01
1325,0.386,2026-03-01
1326,0.3871,2026-04-01
1327,0.4038,2026-04-01
1328,0.3055,2026-05-01
1329,0.3021,2026-05-01
1330,0.2433,2026-06-01
1331,0.2567,2026-06-01
1332,0.2135,2026-07-01
1333,0.2499,2026-07-01
1334,0.174,2026-08-01
1335,0.2001,2026-08-01
1336,0.2787,2026-09-01
1337,0.2929,2026-09-01
1350,0.4513,2025-04-01
1351,0.4627,2025-04-01
1352,0.3762,2025-05-01
1353,0.3739,2025-05-01
1354,0.353,2025-06-01
1355,0.3397,2025-06-01
1356,0.3225,2025-07-01
1357,0.347,2025-07-01
1358,0.3199,2025-08-01
1359,0.3031,2025-08-01
1360,0.3134,2025-09-01
1361,0.3197,2025-09-01
1362,0.3807,2025-10-01
1363,0.4034,2025-10-01
1364,0.3214,2025-11-01
1365,0.339,2025-11-01
1366,0.5303,2025-12-01
1367,0.5665,2025-12-01
1368,0.4383,2026-01-01
1369,0.4554,2026-01-01
1370,0.6247,2026-02-01
1371,0.6077,2026-02-01
1372,0.3887,2026-03-01
1373,0.3865,2026-03-01
1374,0.3777,2026-04-01
1375,0.4007,2026-04-01
1376,0.2977,2026-05-01
1377,0.3033,2026-05-01
1378,0.2467,2026-06-01
1379,0.2576,2026-06-01
1380,0.2271,2026-07-01
1381,0.2522,2026-07-01
1382,0.1903,2026-08-01
1383,0.2009,2026-08-01
1384,0.2896,2026-09-01
1385,0.2934,2026-09-01
1400,0.4469,2025-04-01
1401,0.4561,2025-04-01
1402,0.3782,2025-05-01
1403,0.3783,2025-05-01
1404,0.353,2025-06-01
1405,0.3485,2025-06-01
1406,0.328,2025-07-01
1407,0.3412,2025-07-01
1408,0.3279,2025-08-01
1409,0.3101,2025-08-01
1410,0.3058,2025-09-01
1411,0.3132,2025-09-01
1412,0.3881,2025-10-01
1413,0.403,2025-10-01
1414,0.321,2025-11-01
1415,0.3308,2025-11-01
1416,0.5368,2025-12-01
1417,0.5608,2025-12-01
1418,0.4407,2026-01-01
1419,0.4496,2026-01-01
1420,0.6397,2026-02-01
1421,0.6109,2026-02-01
1422,0.3944,2026-03-01
1423,0.3864,2026-03-01
1424,0.3861,2026-04-01
1425,0.4003,2026-04-01
1426,0.3,2026-05-01
1427,0.3036,2026-05-01
1428,0.2499,2026-06-01
1429,0.2632,2026-06-01
1430,0.2374,2026-07-01
1431,0.2505,2026-07-01
1432,0.1964,2026-08-01
1433,0.2007,2026-08-01
1434,0.297,2026-09-01
1435,0.2939,2026-09-01
1450,0.4428,2025-04-01
1451,0.4551,2025-04-01
1452,0.3742,2025-05-01
1453,0.3774,2025-05-01
1454,0.3549,2025-06-01
1455,0.3481,2025-06-01
1456,0.3321,2025-07-01
1457,0.3418,2025-07-01
1458,0.3273,2025-08-01
1459,0.3104,2025-08-01
1460,0.307,2025-09-01
1461,0.3139,2025-09-01
1462,0.3873,2025-10-01
1463,0.4031,2025-10-01
1464,0.3212,2025-11-01
1465,0.3311,2025-11-01
1466,0.5396,2025-12-01
1467,0.5605,2025-12-01
1468,0.4351,2026-01-01
1469,0.4488,2026-01-01
1470,0.6411,2026-02-01
1471,0.6121,2026-02-01
1472,0.3916,2026-03-01
1473,0.3855,2026-03-01
1474,0.38,2026-04-01
1475,0.3987,2026-04-01
1476,0.2965,2026-05-01
1477,0.302,2026-05-01
1478,0.2493,2026-06-01
1479,0.2621,2026-06-01
1480,0.2368,2026-07-01
1481,0.2495,2026-07-01
1482,0.1966,2026-08-01
1483,0.2,2026-08-01
1484,0.2944,2026-09-01
1485,0.2932,2026-09-01
1500,0.4394,2025-04-01
1501,0.4524,2025-04-01
1502,0.3746,2025-05-01
1503,0.3778,2025-05-01
1504,0.3536,2025-06-01
1505,0.3477,2025-06-01
1506,0.3214,2025-07-01
1507,0.3397,2025-07-01
1508,0.3325,2025-08-01
1509,0.3122,2025-08-01
1510,0.3139,2025-09-01
1511,0.3144,2025-09-01
1512,0.3865,2025-10-01
1513,0.4029,2025-10-01
1514,0.3239,2025-11-01
1515,0.3324,2025-11-01
1516,0.5436,2025-12-01
1517,0.5605,2025-12-01
1518,0.4356,2026-01-01
1519,0.4488,2026-01-01
1520,0.6398,2026-02-01
1521,0.6121,2026-02-01
1522,0.392,2026-03-01
1523,0.3856,2026-03-01
1524,0.3825,2026-04-01
1525,0.3989,2026-04-01
1526,0.2962,2026-05-01
1527,0.302,2026-05-01
1528,0.2486,2026-06-01
1529,0.2621,2026-06-01
1530,0.2343,2026-07-01
1531,0.2495,2026-07-01
1532,0.1999,2026-08-01
1533,0.1999,2026-08-01
1534,0.296,2026-09-01
1535,0.2932,2026-09-01
1550,0.4348,2025-04-01
1551,0.4351,2025-04-01
1552,0.3663,2025-05-01
1553,0.3675,2025-05-01
1554,0.3569,2025-06-01
1555,0.3473,2025-06-01
1556,0.3126,2025-07-01
1557,0.3195,2025-07-01
1558,0.3531,2025-08-01
1559,0.3357,2025-08-01
1560,0.3158,2025-09-01
1561,0.3174,2025-09-01
1562,0.393,2025-10-01
1563,0.394,2025-10-01
1564,0.3252,2025-11-01
1565,0.3352,2025-11-01
1566,0.5573,2025-12-01
1567,0.5565,2025-12-01
1568,0.4511,2026-01-01
1569,0.4499,2026-01-01
1570,0.6264,2026-02-01
1571,0.6131,2026-02-01
1572,0.3931,2026-03-01
1573,0.3905,2026-03-01
1574,0.4096,2026-04-01
1575,0.3999,2026-04-01
1576,0.3038,2026-05-01
1577,0.3039,2026-05-01
1578,0.2533,2026-06-01
1579,0.2575,2026-06-01
1580,0.2501,2026-07-01
1581,0.2476,2026-07-01
1582,0.2123,2026-08-01
1583,0.2094,2026-08-01
1584,0.2961,2026-09-01
1585,0.2906,2026-09-01
1600,0.4314,2025-04-01
1601,0.438,2025-04-01
1602,0.3671,2025-05-01
1603,0.3699,2025-05-01
1604,0.3514,2025-06-01
1605,0.3498,2025-06-01
1606,0.3103,2025-07-01
1607,0.3176,2025-07-01
1608,0.3522,2025-08-01
1609,0.3395,2025-08-01
1610,0.3163,2025-09-01
1611,0.3145,2025-09-01
1612,0.3898,2025-10-01
1613,0.3907,2025-10-01
1614,0.3251,2025-11-01
1615,0.3291,2025-11-01
1616,0.5633,2025-12-01
1617,0.5554,2025-12-01
1618,0.4533,2026-01-01
1619,0.4489,2026-01-01
1620,0.6236,2026-02-01
1621,0.6195,2026-02-01
1622,0.3911,2026-03-01
1623,0.3923,2026-03-01
1624,0.4094,2026-04-01
1625,0.4034,2026-04-01
1626,0.2967,2026-05-01
1627,0.3017,2026-05-01
1628,0.2484,2026-06-01
1629,0.2536,2026-06-01
1630,0.2418,2026-07-01
1631,0.2446,2026-07-01
1632,0.2106,2026-08-01
1633,0.2093,2026-08-01
1634,0.2982,2026-09-01
1635,0.2956,2026-09-01
1650,0.4321,2025-04-01
1651,0.4378,2025-04-01
1652,0.364,2025-05-01
1653,0.37,2025-05-01
1654,0.3481,2025-06-01
1655,0.3498,2025-06-01
1656,0.3085,2025-07-01
1657,0.3176,2025-07-01
1658,0.35,2025-08-01
1659,0.3395,2025-08-01
1660,0.3162,2025-09-01
1661,0.3145,2025-09-01
1662,0.3901,2025-10-01
1663,0.3907,2025-10-01
1664,0.3252,2025-11-01
1665,0.3291,2025-11-01
1666,0.5645,2025-12-01
1667,0.5554,2025-12-01
1668,0.4542,2026-01-01
1669,0.4491,2026-01-01
1670,0.6244,2026-02-01
1671,0.6195,2026-02-01
1672,0.3876,2026-03-01
1673,0.3923,2026-03-01
1674,0.4092,2026-04-01
1675,0.4036,2026-04-01
1676,0.2953,2026-05-01
1677,0.3021,2026-05-01
1678,0.2481,2026-06-01
1679,0.2547,2026-06-01
1680,0.24,2026-07-01
1681,0.2447,2026-07-01
1682,0.2078,2026-08-01
1683,0.2093,2026-08-01
1684,0.2955,2026-09-01
1685,0.2956,2026-09-01
1700,0.4329,2025-04-01
1701,0.4374,2025-04-01
1702,0.3634,2025-05-01
1703,0.3703,2025-05-01
1704,0.3469,2025-06-01
1705,0.3494,2025-06-01
1706,0.3071,2025-07-01
1707,0.3172,2025-07-01
1708,0.3484,2025-08-01
1709,0.3399,2025-08-01
1710,0.3162,2025-09-01
1711,0.315,2025-09-01
1712,0.3895,2025-10-01
1713,0.3914,2025-10-01
1714,0.325,2025-11-01
1715,0.3286,2025-11-01
1716,0.5651,2025-12-01
1717,0.5557,2025-12-01
1718,0.456,2026-01-01
1719,0.4495,2026-01-01
1720,0.627,2026-02-01
1721,0.6205,2026-02-01
1722,0.391,2026-03-01
1723,0.3914,2026-03-01
1724,0.4087,2026-04-01
1725,0.4041,2026-04-01
1726,0.2953,2026-05-01
1727,0.3021,2026-05-01
1728,0.2472,2026-06-01
1729,0.2551,2026-06-01
1730,0.2441,2026-07-01
1731,0.2451,2026-07-01
1732,0.2111,2026-08-01
1733,0.2094,2026-08-01
1734,0.2983,2026-09-01
1735,0.2964,2026-09-01
1750,0.4332,2025-04-01
1751,0.435,2025-04-01
1752,0.3661,2025-05-01
1753,0.3707,2025-05-01
1754,0.3508,2025-06-01
1755,0.3493,2025-06-01
1756,0.3096,2025-07-01
1757,0.3132,2025-07-01
1758,0.3554,2025-08-01
1759,0.3478,2025-08-01
1760,0.3119,2025-09-01
1761,0.3138,2025-09-01
1762,0.3845,2025-10-01
1763,0.3861,2025-10-01
1764,0.3229,2025-11-01
1765,0.3271,2025-11-01
1766,0.5544,2025-12-01
1767,0.5531,2025-12-01
1768,0.456,2026-01-01
1769,0.4516,2026-01-01
1770,0.6224,2026-02-01
1771,0.619,2026-02-01
1772,0.3886,2026-03-01
1773,0.3915,2026-03-01
1774,0.4088,2026-04-01
1775,0.4059,2026-04-01
1776,0.2971,2026-05-01
1777,0.3028,2026-05-01
1778,0.2528,2026-06-01
1779,0.2542,2026-06-01
1780,0.2421,2026-07-01
1781,0.2464,2026-07-01
1782,0.211,2026-08-01
1783,0.2107,2026-08-01
1784,0.2964,2026-09-01
1785,0.2967,2026-09-01
1800,0.4387,2025-04-01
1801,0.436,2025-04-01
1802,0.3716,2025-05-01
1803,0.371,2025-05-01
1804,0.3497,2025-06-01
1805,0.3508,2025-06-01
1806,0.3029,2025-07-01
1807,0.3072,2025-07-01
1808,0.3478,2025-08-01
1809,0.3535,2025-08-01
1810,0.2918,2025-09-01
1811,0.3106,2025-09-01
1812,0.3788,2025-10-01
1813,0.3882,2025-10-01
1814,0.3148,2025-11-01
1815,0.323,2025-11-01
1816,0.5327,2025-12-01
1817,0.5524,2025-12-01
1818,0.4321,2026-01-01
1819,0.452,2026-01-01
1820,0.6254,2026-02-01
1821,0.6163,2026-02-01
1822,0.3893,2026-03-01
1823,0.3927,2026-03-01
1824,0.3826,2026-04-01
1825,0.4065,2026-04-01
1826,0.2946,2026-05-01
1827,0.2992,2026-05-01
1828,0.2473,2026-06-01
1829,0.254,2026-06-01
1830,0.2127,2026-07-01
1831,0.2447,2026-07-01
1832,0.1941,2026-08-01
1833,0.2091,2026-08-01
1834,0.2956,2026-09-01
1835,0.2968,2026-09-01
1850,0.4361,2025-04-01
1851,0.4359,2025-04-01
1852,0.3729,2025-05-01
1853,0.3722,2025-05-01
1854,0.3529,2025-06-01
1855,0.3499,2025-06-01
1856,0.2963,2025-07-01
1857,0.3037,2025-07-01
1858,0.3521,2025-08-01
1859,0.3578,2025-08-01
1860,0.2961,2025-09-01
1861,0.3091,2025-09-01
1862,0.3794,2025-10-01
1863,0.3882,2025-10-01
1864,0.3185,2025-11-01
1865,0.3233,2025-11-01
1866,0.5367,2025-12-01
1867,0.5519,2025-12-01
1868,0.4311,2026-01-01
1869,0.4509,2026-01-01
1870,0.6207,2026-02-01
1871,0.6163,2026-02-01
1872,0.3906,2026-03-01
1873,0.3927,2026-03-01
1874,0.3867,2026-04-01
1875,0.4069,2026-04-01
1876,0.2935,2026-05-01
1877,0.2983,2026-05-01
1878,0.2497,2026-06-01
1879,0.2531,2026-06-01
1880,0.217,2026-07-01
1881,0.2461,2026-07-01
1882,0.1922,2026-08-01
1883,0.2081,2026-08-01
1884,0.2956,2026-09-01
1885,0.2955,2026-09-01
1900,0.4312,2025-04-01
1901,0.4348,2025-04-01
1902,0.3737,2025-05-01
1903,0.3748,2025-05-01
1904,0.3458,2025-06-01
1905,0.3481,2025-06-01
1906,0.2904,2025-07-01
1907,0.2986,2025-07-01
1908,0.3611,2025-08-01
1909,0.364,2025-08-01
1910,0.2928,2025-09-01
1911,0.3076,2025-09-01
1912,0.3738,2025-10-01
1913,0.3891,2025-10-01
1914,0.3137,2025-11-01
1915,0.3221,2025-11-01
1916,0.5339,2025-12-01
1917,0.5494,2025-12-01
1918,0.4341,2026-01-01
1919,0.4513,2026-01-01
1920,0.6235,2026-02-01
1921,0.6182,2026-02-01
1922,0.3911,2026-03-01
1923,0.393,2026-03-01
1924,0.395,2026-04-01
1925,0.4081,2026-04-01
1926,0.293,2026-05-01
1927,0.2986,2026-05-01
1928,0.2414,2026-06-01
1929,0.2535,2026-06-01
1930,0.224,2026-07-01
1931,0.2484,2026-07-01
1932,0.1875,2026-08-01
1933,0.2092,2026-08-01
1934,0.2919,2026-09-01
1935,0.2953,2026-09-01
1950,0.4269,2025-04-01
1951,0.4308,2025-04-01
1952,0.3766,2025-05-01
1953,0.3772,2025-05-01
1954,0.343,2025-06-01
1955,0.3409,2025-06-01
1956,0.2869,2025-07-01
1957,0.2905,2025-07-01
1958,0.373,2025-08-01
1959,0.3653,2025-08-01
1960,0.3022,2025-09-01
1961,0.3093,2025-09-01
1962,0.3808,2025-10-01
1963,0.3857,2025-10-01
1964,0.3123,2025-11-01
1965,0.323,2025-11-01
1966,0.5443,2025-12-01
1967,0.5468,2025-12-01
1968,0.4556,2026-01-01
1969,0.4546,2026-01-01
1970,0.619,2026-02-01
1971,0.619,2026-02-01
1972,0.3934,2026-03-01
1973,0.3958,2026-03-01
1974,0.4156,2026-04-01
1975,0.4102,2026-04-01
1976,0.3053,2026-05-01
1977,0.3009,2026-05-01
1978,0.2527,2026-06-01
1979,0.254,2026-06-01
1980,0.2439,2026-07-01
1981,0.2483,2026-07-01
1982,0.2048,2026-08-01
1983,0.2078,2026-08-01
1984,0.293,2026-09-01
1985,0.2956,2026-09-01
2000,0.4247,2025-04-01
2001,0.4304,2025-04-01
2002,0.3778,2025-05-01
2003,0.3764,2025-05-01
2004,0.3411,2025-06-01
2005,0.3393,2025-06-01
2006,0.2851,2025-07-01
2007,0.2898,2025-07-01
2008,0.3762,2025-08-01
2009,0.3653,2025-08-01
2010,0.3009,2025-09-01
2011,0.3102,2025-09-01
2012,0.3814,2025-10-01
2013,0.3856,2025-10-01
2014,0.3104,2025-11-01
2015,0.3236,2025-11-01
2016,0.541,2025-12-01
2017,0.5454,2025-12-01
2018,0.4631,2026-01-01
2019,0.4543,2026-01-01
2020,0.6228,2026-02-01
2021,0.6189,2026-02-01
2022,0.3934,2026-03-01
2023,0.3957,2026-03-01
2024,0.4194,2026-04-01
2025,0.41,2026-04-01
2026,0.3071,2026-05-01
2027,0.3009,2026-05-01
2028,0.2536,2026-06-01
2029,0.2541,2026-06-01
2030,0.2513,2026-07-01
2031,0.2482,2026-07-01
2032,0.2058,2026-08-01
2033,0.2079,2026-08-01
2034,0.2992,2026-09-01
2035,0.2957,2026-09-01
2050,0.4234,2025-04-01
2051,0.4304,2025-04-01
2052,0.3758,2025-05-01
2053,0.3767,2025-05-01
2054,0.3392,2025-06-01
2055,0.3386,2025-06-01
2056,0.2861,2025-07-01
2057,0.2893,2025-07-01
2058,0.3787,2025-08-01
2059,0.3635,2025-08-01
2060,0.2982,2025-09-01
2061,0.3099,2025-09-01
2062,0.3805,2025-10-01
2063,0.3862,2025-10-01
2064,0.3112,2025-11-01
2065,0.3263,2025-11-01
2066,0.542,2025-12-01
2067,0.5462,2025-12-01
2068,0.4675,2026-01-01
2069,0.456,2026-01-01
2070,0.6218,2026-02-01
2071,0.619,2026-02-01
2072,0.3891,2026-03-01
2073,0.3939,2026-03-01
2074,0.4205,2026-04-01
2075,0.409,2026-04-01
2076,0.3092,2026-05-01
2077,0.3021,2026-05-01
2078,0.254,2026-06-01
2079,0.254,2026-06-01
2080,0.2514,2026-07-01
2081,0.2479,2026-07-01
2082,0.2044,2026-08-01
2083,0.2072,2026-08-01
2084,0.2967,2026-09-01
2085,0.2951,2026-09-01
2100,0.4214,2025-04-01
2101,0.4298,2025-04-01
2102,0.3749,2025-05-01
2103,0.3769,2025-05-01
2104,0.3397,2025-06-01
2105,0.3388,2025-06-01
2106,0.287,2025-07-01
2107,0.2858,2025-07-01
2108,0.3781,2025-08-01
2109,0.3636,2025-08-01
2110,0.2963,2025-09-01
2111,0.3097,2025-09-01
2112,0.3841,2025-10-01
2113,0.3865,2025-10-01
2114,0.3108,2025-11-01
2115,0.327,2025-11-01
2116,0.5408,2025-12-01
2117,0.5467,2025-12-01
2118,0.4694,2026-01-01
2119,0.4556,2026-01-01
2120,0.6257,2026-02-01
2121,0.6186,2026-02-01
2122,0.3894,2026-03-01
2123,0.3939,2026-03-01
2124,0.4214,2026-04-01
2125,0.4088,2026-04-01
2126,0.3091,2026-05-01
2127,0.3007,2026-05-01
2128,0.2509,2026-06-01
2129,0.2528,2026-06-01
2130,0.252,2026-07-01
2131,0.2474,2026-07-01
2132,0.2051,2026-08-01
2133,0.2071,2026-08-01
2134,0.2962,2026-09-01
2135,0.2951,2026-09-01
2150,0.4202,2025-04-01
2151,0.4298,2025-04-01
2152,0.3754,2025-05-01
2153,0.3772,2025-05-01
2154,0.3423,2025-06-01
2155,0.3384,2025-06-01
2156,0.2864,2025-07-01
2157,0.2859,2025-07-01
2158,0.3836,2025-08-01
2159,0.3636,2025-08-01
2160,0.2968,2025-09-01
2161,0.3097,2025-09-01
2162,0.3845,2025-10-01
2163,0.3865,2025-10-01
2164,0.3103,2025-11-01
2165,0.327,2025-11-01
2166,0.5472,2025-12-01
2167,0.5467,2025-12-01
2168,0.4694,2026-01-01
2169,0.4554,2026-01-01
2170,0.6306,2026-02-01
2171,0.6185,2026-02-01
2172,0.3906,2026-03-01
2173,0.3941,2026-03-01
2174,0.4211,2026-04-01
2175,0.4092,2026-04-01
2176,0.3138,2026-05-01
2177,0.3011,2026-05-01
2178,0.2511,2026-06-01
2179,0.2531,2026-06-01
2180,0.2508,2026-07-01
2181,0.2478,2026-07-01
2182,0.2078,2026-08-01
2183,0.2072,2026-08-01
2184,0.297,2026-09-01
2185,0.2951,2026-09-01
2200,0.3881,2025-05-01
2201,0.3805,2025-05-01
2202,0.3282,2025-06-01
2203,0.334,2025-06-01
2204,0.2611,2025-07-01
2205,0.2775,2025-07-01
2206,0.3446,2025-08-01
2207,0.3646,2025-08-01
2208,0.3054,2025-09-01
2209,0.3072,2025-09-01
2210,0.3952,2025-10-01
2211,0.3853,2025-10-01
2212,0.3194,2025-11-01
2213,0.323,2025-11-01
2214,0.5475,2025-12-01
2215,0.5433,2025-12-01
2216,0.4646,2026-01-01
2217,0.4544,2026-01-01
2218,0.6359,2026-02-01
2219,0.6165,2026-02-01
2220,0.3854,2026-03-01
2221,0.3925,2026-03-01
2222,0.4113,2026-04-01
2223,0.4104,2026-04-01
2224,0.3139,2026-05-01
2225,0.3003,2026-05-01
2226,0.2526,2026-06-01
2227,0.2531,2026-06-01
2228,0.2514,2026-07-01
2229,0.2499,2026-07-01
2230,0.2004,2026-08-01
2231,0.2077,2026-08-01
2232,0.2983,2026-09-01
2233,0.2947,2026-09-01
2250,0.3829,2025-05-01
2251,0.3813,2025-05-01
2252,0.3183,2025-06-01
2253,0.3353,2025-06-01
2254,0.2619,2025-07-01
2255,0.2763,2025-07-01
2256,0.34,2025-08-01
2257,0.3668,2025-08-01
2258,0.3029,2025-09-01
2259,0.3061,2025-09-01
2260,0.3952,2025-10-01
2261,0.3849,2025-10-01
2262,0.314,2025-11-01
2263,0.3232,2025-11-01
2264,0.5538,2025-12-01
2265,0.5423,2025-12-01
2266,0.4457,2026-01-01
2267,0.4542,2026-01-01
2268,0.6348,2026-02-01
2269,0.6164,2026-02-01
2270,0.379,2026-03-01
2271,0.3924,2026-03-01
2272,0.3978,2026-04-01
2273,0.4104,2026-04-01
2274,0.3012,2026-05-01
2275,0.3003,2026-05-01
2276,0.2441,2026-06-01
2277,0.2531,2026-06-01
2278,0.2371,2026-07-01
2279,0.2499,2026-07-01
2280,0.1887,2026-08-01
2281,0.2077,2026-08-01
2282,0.2844,2026-09-01
2283,0.2946,2026-09-01
2300,0.386,2025-05-01
2301,0.3816,2025-05-01
2302,0.3228,2025-06-01
2303,0.3343,2025-06-01
2304,0.2641,2025-07-01
2305,0.2756,2025-07-01
2306,0.3542,2025-08-01
2307,0.3687,2025-08-01
2308,0.3072,2025-09-01
2309,0.3051,2025-09-01
2310,0.394,2025-10-01
2311,0.3851,2025-10-01
2312,0.309,2025-11-01
2313,0.3228,2025-11-01
2314,0.5572,2025-12-01
2315,0.5424,2025-12-01
2316,0.4441,2026-01-01
2317,0.4539,2026-01-01
2318,0.634,2026-02-01
2319,0.6174,2026-02-01
2320,0.3899,2026-03-01
2321,0.3936,2026-03-01
2322,0.4036,2026-04-01
2323,0.4116,2026-04-01
2324,0.3005,2026-05-01
2325,0.3003,2026-05-01
2326,0.2463,2026-06-01
2327,0.2531,2026-06-01
2328,0.2348,2026-07-01
2329,0.2499,2026-07-01
2330,0.1909,2026-08-01
2331,0.2077,2026-08-01
2332,0.2854,2026-09-01
2333,0.2946,2026-09-01
2350,0.3919,2025-05-01
2351,0.3838,2025-05-01
2352,0.3236,2025-06-01
2353,0.3351,2025-06-01
2354,0.2577,2025-07-01
2355,0.2732,2025-07-01
2356,0.3617,2025-08-01
2357,0.37,2025-08-01
2358,0.3016,2025-09-01
2359,0.3036,2025-09-01
2360,0.3956,2025-10-01
2361,0.3843,2025-10-01
2362,0.3153,2025-11-01
2363,0.3208,2025-11-01
2364,0.5516,2025-12-01
2365,0.5409,2025-12-01
2366,0.4486,2026-01-01
2367,0.4533,2026-01-01
2368,0.6231,2026-02-01
2369,0.6171,2026-02-01
2370,0.3899,2026-03-01
2371,0.3966,2026-03-01
2372,0.3977,2026-04-01
2373,0.4129,2026-04-01
2374,0.3025,2026-05-01
2375,0.3008,2026-05-01
2376,0.2488,2026-06-01
2377,0.2533,2026-06-01
2378,0.2304,2026-07-01
2379,0.2496,2026-07-01
2380,0.1817,2026-08-01
2381,0.2071,2026-08-01
2382,0.2817,2026-09-01
2383,0.2946,2026-09-01
2400,0.3893,2025-05-01
2401,0.3817,2025-05-01
2402,0.3189,2025-06-01
2403,0.3325,2025-06-01
2404,0.2667,2025-07-01
2405,0.2744,2025-07-01
2406,0.3515,2025-08-01
2407,0.3671,2025-08-01
2408,0.3035,2025-09-01
2409,0.3032,2025-09-01
2410,0.3936,2025-10-01
2411,0.3831,2025-10-01
2412,0.3179,2025-11-01
2413,0.319,2025-11-01
2414,0.5505,2025-12-01
2415,0.5421,2025-12-01
2416,0.4482,2026-01-01
2417,0.4541,2026-01-01
2418,0.6184,2026-02-01
2419,0.618,2026-02-01
2420,0.3879,2026-03-01
2421,0.394,2026-03-01
2422,0.3976,2026-04-01
2423,0.4131,2026-04-01
2424,0.2996,2026-05-01
2425,0.2987,2026-05-01
2426,0.2484,2026-06-01
2427,0.2528,2026-06-01
2428,0.2303,2026-07-01
2429,0.25,2026-07-01
2430,0.1821,2026-08-01
2431,0.2045,2026-08-01
2432,0.2822,2026-09-01
2433,0.2928,2026-09-01
2450,0.3976,2025-05-01
2451,0.3868,2025-05-01
2452,0.3389,2025-06-01
2453,0.3383,2025-06-01
2454,0.2659,2025-07-01
2455,0.268,2025-07-01
2456,0.3853,2025-08-01
2457,0.3739,2025-08-01
2458,0.284,2025-09-01
2459,0.2988,2025-09-01
2460,0.3789,2025-10-01
2461,0.3808,2025-10-01
2462,0.3135,2025-11-01
2463,0.318,2025-11-01
2464,0.5501,2025-12-01
2465,0.5438,2025-12-01
2466,0.4551,2026-01-01
2467,0.4569,2026-01-01
2468,0.6222,2026-02-01
2469,0.6229,2026-02-01
2470,0.396,2026-03-01
2471,0.3998,2026-03-01
2472,0.4018,2026-04-01
2473,0.4149,2026-04-01
2474,0.3036,2026-05-01
2475,0.3007,2026-05-01
2476,0.239,2026-06-01
2477,0.2539,2026-06-01
2478,0.22,2026-07-01
2479,0.2474,2026-07-01
2480,0.183,2026-08-01
2481,0.2034,2026-08-01
2482,0.2891,2026-09-01
2483,0.2932,2026-09-01
2500,0.3964,2025-05-01
2501,0.3886,2025-05-01
2502,0.3516,2025-06-01
2503,0.3402,2025-06-01
2504,0.2628,2025-07-01
2505,0.2674,2025-07-01
2506,0.3892,2025-08-01
2507,0.37,2025-08-01
2508,0.2797,2025-09-01
2509,0.292,2025-09-01
2510,0.3772,2025-10-01
2511,0.3791,2025-10-01
2512,0.3078,2025-11-01
2513,0.3139,2025-11-01
2514,0.5377,2025-12-01
2515,0.54,2025-12-01
2516,0.4596,2026-01-01
2517,0.4594,2026-01-01
2518,0.6234,2026-02-01
2519,0.6205,2026-02-01
2520,0.3981,2026-03-01
2521,0.3971,2026-03-01
2522,0.4042,2026-04-01
2523,0.4117,2026-04-01
2524,0.3019,2026-05-01
2525,0.3025,2026-05-01
2526,0.2444,2026-06-01
2527,0.2539,2026-06-01
2528,0.2217,2026-07-01
2529,0.2438,2026-07-01
2530,0.1782,2026-08-01
2531,0.2035,2026-08-01
2532,0.2867,2026-09-01
2533,0.2917,2026-09-01
2550,0.3942,2025-05-01
2551,0.3901,2025-05-01
2552,0.3426,2025-06-01
2553,0.3418,2025-06-01
2554,0.2554,2025-07-01
2555,0.2688,2025-07-01
2556,0.3832,2025-08-01
2557,0.3705,2025-08-01
2558,0.2776,2025-09-01
2559,0.2923,2025-09-01
2560,0.3713,2025-10-01
2561,0.3774,2025-10-01
2562,0.3086,2025-11-01
2563,0.3128,2025-11-01
2564,0.535,2025-12-01
2565,0.5403,2025-12-01
2566,0.4618,2026-01-01
2567,0.4592,2026-01-01
2568,0.6271,2026-02-01
2569,0.6205,2026-02-01
2570,0.3943,2026-03-01
2571,0.3974,2026-03-01
2572,0.4036,2026-04-01
2573,0.4118,2026-04-01
2574,0.3022,2026-05-01
2575,0.3026,2026-05-01
2576,0.2443,2026-06-01
2577,0.2541,2026-06-01
2578,0.2266,2026-07-01
2579,0.2439,2026-07-01
2580,0.1775,2026-08-01
2581,0.2035,2026-08-01
2582,0.2884,2026-09-01
2583,0.2919,2026-09-01
2600,0.3905,2025-05-01
2601,0.3907,2025-05-01
2602,0.343,2025-06-01
2603,0.3435,2025-06-01
2604,0.2608,2025-07-01
2605,0.2687,2025-07-01
2606,0.3771,2025-08-01
2607,0.3733,2025-08-01
2608,0.2784,2025-09-01
2609,0.2922,2025-09-01
2610,0.3707,2025-10-01
2611,0.3772,2025-10-01
2612,0.3048,2025-11-01
2613,0.3117,2025-11-01
2614,0.5358,2025-12-01
2615,0.5389,2025-12-01
2616,0.4541,2026-01-01
2617,0.4558,2026-01-01
